,view_count,likes,dislikes,comment_count
96674,512317,36384,317,951
96676,564778,39562,391,3941
96680,501708,22015,396,2243
96693,6292140,442936,3109,15613
96694,1286311,90836,762,2372
96695,7338810,741980,8135,5281
96698,427504,6654,282,110
96702,983031,65728,1710,281
96711,747322,45655,1027,104
96713,534936,38566,366,7591
96724,590533,68731,229,2111
96729,681829,56573,388,5922
96731,578619,44240,668,231
96734,1220774,161237,25694,9753
96737,469121,0,0,0
96738,1930078,95630,1043,9205
96745,1349395,212599,1003,8872
96746,326894,22504,318,2454
96748,194015,11861,241,893
96750,828766,52608,547,1483
96751,10129674,490642,6211,15936
96756,906472,100275,1576,6191
96761,195491,12101,253,673
96763,3334049,141228,2346,5946
96769,420246,30199,374,1317
96773,907915,59923,1062,3557
96774,256275,7592,164,598
96778,366374,16859,198,1456
96780,2192491,63388,941,3123
96783,2543710,167951,1439,5971
96793,2130865,260970,2168,14813
96802,280223,6657,150,230
96805,164813,16877,234,855
96810,708510,18827,783,817
96811,652719,50598,451,2931
96815,402945,59059,168,1521
96825,314483,24958,882,1880
96833,14009709,1361645,25292,73233
96837,348644,31676,249,2453
96839,672398,35675,574,1544
96845,674424,16009,670,881
96852,790260,61340,538,3963
96853,888140,66655,472,1799
96863,2082052,46839,811,3738
96866,1204770,85499,486,2112
96869,1388271,41593,1214,2478
96870,1333271,79067,589,2184
96874,888886,56372,681,1964
96878,1267660,50948,1373,4172
96881,713616,35865,360,1718
96882,3521887,224733,2081,17937
96884,989394,27474,763,2282
96900,346222,17015,5000,5168
96904,383141,27754,179,896
96907,723589,28529,411,1163
96908,2329189,309775,17917,17497
96911,437001,32857,577,805
96922,915829,0,0,0
96929,429328,21449,250,973
96933,838658,42283,434,3575
96936,760290,57686,647,3268
96942,569457,56303,418,3230
96943,183722,10144,123,883
96947,2767936,63085,1314,1767
96953,589189,41400,456,3485
96954,203033,12893,220,1060
96963,1202006,81776,869,6747
96964,614024,26717,761,2537
96973,788683,32035,603,2936
96974,3757090,302722,1931,14155
96978,685091,45521,425,1053
96979,602544,8514,356,122
96983,843805,51341,520,4677
96991,7547393,221164,3946,17394
96994,1637702,174488,1556,13838
96998,3378337,129909,1705,11444
97001,2037429,54946,985,4815
97002,309242,14957,215,1114
97011,1612303,108277,900,6331
97013,2886873,314406,2872,16472
97017,3020303,267357,3218,5876
97019,365898,44532,110,2929
97023,2368436,226396,877,17975
97029,2511000,90785,1022,3540
97031,416970,9423,242,300
97038,208838,19509,293,978
97039,885501,60657,572,3411
97045,791470,20223,897,865
97051,480045,66639,204,1687
97052,400609,30240,1049,2174
97065,1042838,51451,866,2041
97068,814174,18522,839,977
97076,15610836,1441792,28353,75531
97079,1212402,81217,688,2009
97080,1684539,92951,695,2309
97086,964959,69626,643,4276
97090,1675858,47765,1404,2809
97098,1238081,74695,990,2486
97100,2275096,48477,870,3782
97102,1506234,100717,613,2352
97107,867131,40938,425,1841
97108,1371534,52713,1437,4270
97112,1131594,29860,830,2423
97113,3935085,242150,2291,18507
97128,445044,30672,200,956
97131,368691,17598,5246,5364
97133,812452,30845,445,1217
97136,497920,35896,653,866
97146,2471132,322948,19674,17647
97147,400000,34555,273,2498
97148,1073388,0,0,0
97155,495159,23850,273,1023
97162,894373,43943,445,3676
97169,803372,59194,671,3326
97171,188961,10369,125,894
97176,2787559,63363,1324,1771
97179,691515,65322,547,3352
97181,616988,42550,475,3598
97185,207519,13016,224,1070
97190,1257771,83453,897,6899
97192,4249212,191394,2511,8131
97194,771213,29249,498,1355
97198,387224,4330,227,626
97199,291363,20208,86,265
97206,8317571,228017,4621,18165
97207,311518,19044,794,1390
97217,452978,36621,605,4417
97218,2040065,199427,1875,15246
97221,587703,28359,685,1750
97225,647875,16371,704,1039
97230,481444,20378,304,1287
97234,595724,34063,231,986
97237,3679607,135445,1889,11651
97246,128648,7347,397,0
97251,1796228,117978,982,6717
97253,2174693,57049,1022,4884
97254,3279884,340558,3142,17112
97256,3619719,302402,3673,6317
97261,437237,50227,132,3141
97265,2881072,252662,1051,18531
97269,522442,11603,298,323
97274,242072,22117,336,1111
97281,1007196,65399,649,3616
97283,2627696,92610,1082,3610
97287,468534,34825,1154,2345
97293,820448,20876,919,877
97295,543654,73693,225,1783
97301,1306877,60808,1046,2300
97311,893219,19965,897,1016
97319,16499938,1486817,30055,76988
97320,1918719,100922,779,2390
97321,1413431,89316,817,2155
97331,1050455,73469,689,4403
97333,1547293,91204,1274,2769
97340,1824971,50957,1505,3028
97343,1693872,109248,680,2465
97344,951254,43660,463,1903
97347,1432631,53836,1474,4344
97351,1200486,31108,881,2537
97352,4102197,248866,2375,18682
97360,2295303,48666,868,3775
97366,471089,31828,205,980
97368,373397,17855,5352,5443
97371,832253,31602,447,1244
97375,531388,37578,701,910
97384,1225753,0,0,0
97386,2559852,330448,20691,17834
97387,438625,36990,286,2489
97392,1792799,263118,1804,13731
97398,520872,29841,575,2362
97405,316482,13056,554,53
97408,346621,10027,200,1058
97409,5001908,212026,2883,8699
97410,996140,33934,694,1551
97413,598810,33763,353,2554
97422,573152,5533,344,809
97424,361780,23502,124,307
97429,592901,76319,673,137
97430,739585,68760,424,5963
97431,274269,31780,193,2240
97432,695006,17262,627,846
97438,243105,13862,237,557
97445,223403,31739,394,318
97447,948468,79465,2232,1058
97451,8994518,233845,5325,18578
97455,524478,40394,665,4851
97456,2281895,216330,2082,15696
97462,699783,31532,797,1902
97464,774629,19720,823,1205
97472,544902,22453,337,1310
97477,675375,37573,253,1060
97478,1968022,126800,1073,7078
97479,3945835,141476,2091,11883
97487,3477027,279222,1240,19127
97490,131621,7417,401,0
97491,2360847,59351,1079,4918
97492,3521178,355523,3274,17511
97495,4032540,327168,4034,6522
97502,498294,54454,139,3282
97507,635986,13938,365,351
97515,280697,24772,399,1218
97521,1078298,67800,681,3703
97523,2696742,93662,1118,3582
97525,511327,37509,1226,2455
97536,597355,78842,236,1847
97538,831342,21135,922,886
97540,1530246,67700,1256,2529
97550,939550,20686,936,1037
97557,17109387,1514080,31130,77835
97559,1600985,97040,966,2272
97560,2034801,104806,804,2432
97570,1739443,100950,1449,2965
97572,1113848,76081,731,4477
97579,1934655,53393,1574,3194
97582,1014219,45586,500,1961
97586,1475183,54577,1511,4410
97589,1250174,31942,920,2588
97594,3034022,361619,2953,18556
97602,2176576,234403,1175,11379
97607,2099092,272403,3250,3091
97625,313813,21967,222,3951
97626,559611,30477,610,2432
97628,236414,6776,94,390
97631,656878,16378,366,1651
97634,762536,54677,1270,532
97637,235878,9593,234,693
97645,5562915,225818,3107,8991
97646,288557,19859,135,2342
97648,135911,4842,86,540
97649,1081530,20646,673,1960
97651,654865,92153,1078,632
97653,324356,12901,474,72
97656,241686,14345,309,625
97659,237307,5757,119,388
97661,1092401,35970,731,1603
97663,694748,36304,387,2672
97668,397988,10537,231,1107
97669,1003387,122846,1265,216
97672,619932,6001,365,870
97673,435917,26872,153,334
97674,1018873,85925,548,6777
97677,355859,38854,224,2340
97682,773528,18861,680,903
97685,458240,22487,1040,1732
97686,303569,17279,262,650
97689,1220280,96820,2286,1400
97705,505834,22707,182,1151
97707,573670,42536,728,5027
97708,10212023,235646,5409,18805
97710,2461931,226781,2211,16123
97715,820618,35378,888,2005
97719,907692,22812,965,1367
97728,585081,23567,356,1349
97734,3919596,294905,1377,19512
97737,2084103,132217,1147,7312
97738,741285,40046,278,1105
97739,4167772,145863,2258,12117
97748,3700485,365994,3367,17867
97749,133212,7450,403,0
97750,4379027,345383,4308,6746
97758,537943,56932,146,3400
97759,2468999,60486,1116,4969
97766,710249,15234,402,368
97773,304768,26249,433,1278
97778,1133501,69647,708,3821
97784,536783,38975,1273,2525
97786,2810282,94375,1139,3617
97803,366791,40044,580,3451
97804,1335507,131707,1496,4105
97812,4200572,436717,4108,21568
97817,389652,21166,227,1422
97821,1763594,74620,1332,4676
97833,2635301,134814,1058,6851
97834,593943,44383,658,158
97836,2862913,340970,4539,3873
97842,2499353,248522,1336,11766
97850,307272,7677,240,353
97868,424603,25361,1268,136
97871,718330,35645,295,951
97872,296180,28088,139,1105
97874,386202,24670,273,4380
97880,577191,30728,623,2457
97881,264959,7259,99,413
97882,564494,23116,334,1562
97883,780411,18878,431,1827
97885,1253143,172000,2270,964
97889,1416180,24832,860,2209
97893,259765,10141,260,722
97894,5879900,232492,3266,9119
97895,1668789,48474,625,1337
97898,1093051,74605,1722,719
97899,320034,20771,146,2404
97901,144761,5055,89,553
97906,325176,12923,464,75
97908,271285,15539,348,655
97912,1440559,165914,2203,278
97913,1174076,37728,760,1642
97915,252183,6060,120,399
97918,722272,36993,391,2691
97921,1300418,100190,657,7448
97922,409575,10684,242,1128
97923,498255,29190,178,360
97924,658700,6298,386,906
97925,456741,46076,272,2427
97930,843333,20085,734,942
97932,394579,20773,315,726
97936,1369864,104298,2407,1563
97943,479257,22983,1143,1792
97950,557936,24039,193,1184
97954,600603,43560,753,5120
97957,2578806,233155,2289,16353
97958,11344275,237742,5643,19165
97962,4210796,303972,1461,19764
97964,946963,38963,947,2068
97966,1027202,25662,1066,1525
97977,617291,24392,376,1369
97985,2164217,135593,1191,7502
97986,786194,41799,296,1131
97988,4327866,149203,2367,12265
98009,846584,63115,564,10309
98019,985135,43866,836,4723
98022,818099,52226,425,3590
98028,1129692,39883,887,4462
98029,187724,15316,206,914
98030,542162,32268,425,2267
98036,1900436,18153,1041,251
98037,1949611,183068,2137,5396
98047,5073417,484561,4927,23245
98050,465768,23407,268,1491
98064,806857,60297,893,183
98068,3298471,379028,5025,3924
98076,2750564,261606,1409,11781
98084,409664,10056,292,424
98086,3195204,152566,1284,7377
98098,1805580,76069,1363,4842
98101,449854,27464,1138,157
98111,423118,26026,293,4521
98113,834780,39536,321,985
98114,659422,25671,363,1644
98115,896220,20950,491,1867
98116,286873,7678,107,424
98118,1653622,222354,3178,1150
98119,1705072,28450,1030,2354
98120,584002,30821,626,2437
98122,368697,32271,167,1129
98126,1376630,92958,2120,808
98128,2722779,57944,772,1479
98133,276581,10508,270,730
98138,296850,16534,367,665
98139,344529,21378,159,2413
98141,151894,5208,95,560
98142,6101110,236930,3349,9110
98147,1724710,194568,2639,300
98148,325604,12933,464,73
98152,1249337,39114,789,1608
98153,257633,6117,124,394
98156,731816,37219,396,2635
98157,1545526,110790,766,7854
98161,539621,30558,184,359
98162,655660,6438,393,887
98164,449250,22915,334,729
98165,899736,20994,760,935
98166,415705,10737,244,1140
98172,528928,50368,319,2426
98176,1372640,104394,2384,1538
98181,492208,23295,1206,1839
98187,593961,24828,200,1199
98192,761885,19437,491,2992
98193,1011416,74793,712,4161
98194,6329976,506251,5455,28850
98202,481750,9169,344,807
98212,483252,34263,354,2192
98218,144485,2382,1760,1313
98233,374593,20101,337,1234
98244,1012762,69991,657,11283
98254,304685,23103,179,724
98257,931280,49774,558,1529
98261,786771,34668,407,1571
98264,1514799,51155,1120,5508
98267,247950,18444,267,1045
98269,1059256,45922,887,4905
98271,888563,55835,469,3748
98274,691984,19535,533,1402
98279,566835,33035,457,2331
98287,435251,24981,125,1600
98303,527456,35863,207,1956
98304,547823,45830,732,3895
98307,1936266,18326,1073,272
98311,387826,11117,297,525
98313,2353994,217117,2636,6285
98317,141308,5792,247,62
98324,5706903,515935,5541,24543
98325,521405,24950,296,1492
98337,963598,71689,1096,204
98341,3497392,395014,5286,3994
98351,2913185,269089,1447,11888
98358,509288,12789,337,541
98360,3656836,164759,1455,7748
98375,448658,26766,308,4584
98376,450489,27369,1132,157
98384,2076989,272578,4258,1396
98385,733311,27363,402,1717
98387,427486,35406,182,1150
98389,977233,22222,538,1950
98390,1966472,31253,1172,2477
98394,1168932,77974,586,5083
98396,470183,19173,230,1348
98397,730243,21100,390,1097
98398,1158410,27658,787,4072
98400,1908990,221457,859,11515
98406,1347568,90248,889,4768
98413,8020543,561241,6592,29362
98428,2755801,122506,1695,4725
98429,699331,11579,485,917
98451,640837,41832,454,2612
98455,374297,6118,269,229
98471,168648,2691,2017,1480
98480,476007,24729,466,1507
98493,1164610,77526,741,12219
98499,1262657,62607,730,1771
98501,994810,40285,468,1733
98504,2227623,74452,1759,7696
98508,1021221,62955,547,4098
98509,314823,22420,347,1205
98512,936559,24038,694,1596
98513,366849,26798,210,780
98524,1112947,47789,913,5027
98528,599118,34213,492,2394
98531,769958,29375,167,1852
98536,835391,51243,318,2572
98552,589702,46941,774,3963
98556,1957629,18483,1082,270
98564,2634776,240450,2881,6850
98565,141493,5800,248,61
98569,6177168,538302,5891,25394
98570,577938,26294,332,1517
98572,418711,11774,311,568
98588,1144298,85885,1313,237
98590,3644791,407667,5447,4203
98592,1533831,0,0,7094
98596,470006,0,0,6074
98599,1248056,0,0,5839
98602,1609532,0,0,6015
98603,323188,0,0,2298
98605,591082,0,0,3539
98607,269671,0,0,1963
98618,602293,0,0,1502
98620,772933,0,0,4844
98627,873333,0,0,1200
98630,2254646,0,0,12071
98633,1312628,0,0,4368
98639,1551103,0,0,5044
98649,777761,0,0,2622
98653,8920457,0,0,29022
98660,3184704,0,0,4933
98664,756435,0,0,946
98683,773102,0,0,2835
98688,396813,0,0,239
98714,579884,0,0,1737
98723,179610,0,0,1427
98729,1232105,0,0,12571
98734,1503170,0,0,1997
98737,2750601,0,0,8750
98738,1057839,0,0,1755
98742,433514,0,0,849
98743,357860,0,0,1272
98744,1096703,0,0,1698
98745,1073698,0,0,4196
98761,611700,0,0,2427
98764,995176,0,0,2026
98769,1131209,0,0,5053
98771,956995,0,0,2797
98802,1176864,46322,0,2331
98812,1888290,157597,0,7783
98813,1247086,98164,0,5262
98819,162257,9006,0,895
98820,480864,36811,0,4801
98824,812262,23173,0,1135
98828,582237,54686,0,6717
98837,289842,13076,0,926
98840,137622,5758,0,644
98843,1817030,106709,0,6417
98852,1420841,141995,0,6236
98853,426102,21995,0,2698
98856,351382,13807,0,2186
98863,950934,69338,0,5351
98866,650064,29364,0,3762
98876,642243,23536,0,1513
98886,2462109,244130,0,12135
98888,1437752,33812,0,4541
98893,937421,25078,0,1230
98895,1682574,103854,0,5230
98901,873750,43665,0,2739
98909,9588840,589333,0,29316
98914,3435670,139845,0,4936
98921,791438,12844,0,962
98934,876850,53905,0,2997
98941,455712,7070,0,250
98962,718690,34488,0,1971
98977,185519,2942,0,1435
98987,1719040,80406,0,2185
98988,1272672,82005,0,12843
98990,3179698,99898,0,9490
98995,314506,10135,0,1261
98997,1001058,57787,0,1528
98998,709473,24467,0,2014
98999,948931,104379,0,7890
99001,283529,8184,0,786
99004,720292,51844,0,2199
99011,749159,30902,0,3791
99012,905990,64935,0,157
99014,220165,18105,0,1085
99019,812756,28862,0,1117
99025,656263,45508,0,3340
99027,719221,38463,0,4546
99030,253444,10112,0,532
99038,1459853,53168,0,2606
99061,2117657,169757,0,8128
99063,213277,10798,0,1053
99064,1008750,28696,0,1376
99066,256438,15834,0,1670
99070,541019,39948,0,5200
99077,669484,60028,0,7069
99080,1650048,120103,0,6139
99091,1979699,113036,0,6762
99093,300195,13213,0,940
99094,155834,6274,0,681
99097,1574323,151808,0,6576
99098,482779,24086,0,2945
99100,1101867,75941,0,5634
99105,373997,14246,0,2264
99116,683719,30898,0,3875
99123,704811,25200,0,1554
99132,1784426,42287,0,5280
99133,2633976,247773,0,12256
99139,1782572,107234,0,5399
99142,974019,47073,0,2869
99154,10155684,597476,0,29683
99160,3680575,145711,0,5011
99169,817113,13164,0,970
99183,995028,25948,0,1253
99187,933100,56240,0,3101
99188,502645,7589,0,258
99201,376993,12829,0,433
99205,3416745,229857,0,9687
99212,409441,11487,0,1409
99213,1814051,6485,0,808
99215,609721,20818,0,1484
99218,804979,62155,0,203
99219,784727,25805,0,2227
99223,1178619,115678,0,8556
99231,825286,56535,0,2398
99233,167428,3430,0,404
99234,319615,8632,0,850
99236,1323596,90593,0,231
99239,2010872,60257,0,2899
99240,1303229,69400,0,1815
99241,300361,21696,0,1216
99243,1108086,29459,0,1474
99247,1003525,33782,0,1245
99254,817639,53597,0,3710
99259,839486,44252,0,4950
99269,303919,11476,0,564
99273,1553134,54883,0,2588
99276,799577,31764,0,4015
99290,241619,11819,0,1110
99293,2273147,177155,0,8144
99294,1198189,33567,0,1518
99299,579329,41833,0,5362
99308,723937,63137,0,7200
99309,1791635,126806,0,6313
99320,2103415,117594,0,6964
99322,303133,13249,0,934
99323,162416,6459,0,693
99325,1225006,80789,0,5856
99328,525793,25590,0,3063
99329,1651131,156672,0,6744
99340,387455,14511,0,2262
99350,715734,32353,0,3944
99355,753640,26366,0,1566
99358,269531,16204,0,1716
99362,2169613,50928,0,5804
99368,2771395,249947,0,12274
99371,1869564,109994,0,5508
99375,1043241,49298,0,3047
99390,12104803,607872,0,29973
99391,3342544,297424,0,20631
99412,841961,63801,0,3424
99414,687284,53978,0,4743
99420,674724,51723,0,3283
99421,358309,10809,0,81
99428,1259652,62058,0,14325
99435,577744,16904,0,571
99436,285330,5571,0,501
99445,1101196,48240,0,13011
99446,268484,12895,0,895
99453,4466619,247387,0,10271
99457,827613,27062,0,1745
99460,1876268,7382,0,917
99462,480725,12670,0,1481
99470,824571,26641,0,2277
99471,1471389,139412,0,9494
99474,1115243,80738,0,2914
99475,1376315,34807,0,1628
99478,1430258,99854,0,263
99481,178840,3531,0,419
99482,333992,8827,0,865
99483,2374805,67445,0,3120
99488,1672873,115536,0,275
99497,976480,60256,0,3957
99500,1181798,37670,0,1324
99505,344393,23581,0,1271
99506,931553,48054,0,5255
99508,1535382,77094,0,1939
99521,1614322,56200,0,2605
99530,264770,12500,0,1171
99533,352656,12619,0,600
99536,1361830,37640,0,1680
99538,2383084,181921,0,8229
99541,600637,42737,0,5458
99551,752963,64694,0,7293
99552,1871031,130155,0,6408
99560,846313,32915,0,4157
99563,2216330,121493,0,7235
99566,304887,13269,0,935
99567,167586,6607,0,708
99569,1330104,84412,0,6031
99571,551019,26696,0,3146
99574,1719095,160886,0,6871
99588,387953,14654,0,2275
99592,2870061,226307,0,13189
99593,5860669,416643,0,25815
99596,1644197,36894,0,2963
99597,748953,49315,0,5322
99600,939963,114051,0,4552
99602,406183,37112,0,2266
99606,186999,10440,0,731
99607,501129,52969,0,3423
99612,344056,20913,0,501
99618,223505,11829,0,61
99622,436676,13020,0,622
99628,1009624,49315,0,4169
99644,245919,27420,0,709
99650,1004853,69909,0,3580
99652,818357,58866,0,3691
99653,505334,14407,0,109
99663,390614,7779,0,667
99666,704721,19702,0,682
99669,789899,58072,0,4996
99671,1526015,67516,0,15108
99674,368412,48575,0,822
99678,1396763,53499,0,13773
99679,313427,14387,0,979
99690,5142149,257752,0,10224
99691,964510,31166,0,1899
99694,1653312,39363,0,1823
99696,1885728,7762,0,946
99697,556096,13965,0,1573
99707,1681852,153067,0,10058
99709,848886,27064,0,2309
99710,1327919,94514,0,3131
99711,1894348,129754,0,316
99715,2658660,72248,0,3263
99716,182836,3584,0,422
99731,1099011,64762,0,4160
99732,343487,8955,0,857
99736,2158407,146654,0,323
99737,1696106,81717,0,1963
99740,1010602,50585,0,5415
99744,1305929,39933,0,1376
99746,383324,25214,0,1306
99752,278060,12871,0,1202
99763,1653423,56925,0,2627
99770,1515394,41448,0,1795
99771,2453905,184826,0,8306
99774,394161,13540,0,621
99776,614567,43300,0,5510
99782,1434008,87828,0,6185
99783,772939,65718,0,7336
99785,1923404,132287,0,6478
99794,4903230,316737,0,16443
99797,8044962,506267,0,28627
99803,288226,12295,0,576
99804,2401988,47644,0,3564
99805,1696370,150912,0,432
99806,187551,12265,0,876
99807,1127831,64987,0,7033
99810,408386,23320,0,1560
99824,539566,44587,0,2521
99827,276621,13383,0,838
99834,651254,63507,0,4022
99843,2156002,54048,0,3147
99846,351666,21085,0,504
99852,1410842,60981,0,4569
99854,212195,12409,0,158
99855,497781,14845,0,719
99856,230418,11868,0,68
99879,293468,31837,0,746
99886,946362,64702,0,4003
99889,1101248,73685,0,3648
99892,598918,16841,0,117
99896,483591,10169,0,816
99897,710914,96532,0,1411
99901,785568,21287,0,720
99908,839188,59915,0,5089
99910,359545,15727,0,1034
99911,1783094,58597,0,14313
99917,2037048,46013,0,2021
99921,1694544,70973,0,15569
99924,1254303,38822,0,2290
99927,5719974,265545,0,10385
99932,1893460,8061,0,964
99934,629383,15252,0,1637
99942,1455061,102922,0,3302
99943,1796815,159430,0,10377
99945,857200,27330,0,2339
99951,185631,3618,0,428
99955,2873008,76582,0,3363
99962,1225204,68898,0,4384
99967,2211763,150269,0,355
99969,1817235,85060,0,1999
99971,1059333,52070,0,5538
99979,351153,9066,0,860
99980,415094,26499,0,1336
99981,1488693,43267,0,1464
99987,289872,13221,0,1221
99992,6982218,285663,0,6213
99999,912234,38994,0,4235
100001,6287312,368844,0,18233
100005,1166125,72585,0,266
100009,855578,28565,0,2254
100016,9835875,573130,0,30851
100028,3066505,57345,0,4068
100033,374540,14285,0,681
100036,563216,28753,0,1774
100037,1480545,78869,0,8242
100040,474799,9033,0,398
100043,204815,12480,0,923
100044,372824,15866,0,366
100051,2174081,181483,0,525
100057,364802,16203,0,908
100058,610351,48207,0,2634
100066,849149,79292,0,4856
100075,2861222,64074,0,3558
100082,354374,21183,0,513
100085,1749798,70153,0,5006
100086,634302,19177,0,913
100089,219743,12638,0,162
100092,230504,11870,0,68
100115,320920,34190,0,771
100120,1017441,67824,0,4182
100122,1329584,162515,0,2247
100126,594941,12813,0,999
100129,1156652,75795,0,3691
100133,648806,18001,0,125
100136,835041,22128,0,751
100140,2112877,62338,0,14659
100142,873032,61282,0,5161
100143,2374742,51136,0,2171
100155,1486714,44332,0,2587
100158,387244,16475,0,1057
100160,6199761,272003,0,10589
100162,1820982,73397,0,15887
100168,1898099,8206,0,978
100169,679011,16122,0,1690
100177,1557196,110426,0,3432
100179,1907719,165624,0,10663
100181,864217,27500,0,2356
100184,3081991,80115,0,3463
100185,187419,3647,0,432
100197,1359505,51359,0,1946
100198,12955939,312682,0,6777
100207,422040,36458,0,1944
100219,1392992,49061,0,5365
100220,1230476,76610,0,293
100221,1092104,34243,0,2613
100228,7316042,407524,0,19495
100235,11323765,625752,0,32507
100236,3593145,63908,0,4432
100246,459989,17242,0,731
100248,659035,32345,0,1893
100252,579936,11078,0,478
100254,1715241,88064,0,8976
100258,408985,17320,0,395
100262,211074,12840,0,929
100269,437789,18242,0,936
100270,653366,50252,0,2714
100273,2390993,197613,0,540
100279,958578,87153,0,5261
100285,3365686,71909,0,3741
100296,365291,21604,0,528
100297,773817,22861,0,1087
100302,1900860,208283,0,2775
100304,2062028,78065,0,5323
100308,231528,11888,0,67
100309,226179,12822,0,163
100325,340618,35709,0,818
100332,1069042,69913,0,4350
100339,697694,15124,0,1125
100347,1195468,77233,0,3720
100348,2746710,56100,0,2356
100349,866283,22613,0,773
100353,2394477,65273,0,14943
100359,899787,62239,0,5213
100360,674173,18444,0,129
100368,1719217,49181,0,2846
100370,401998,16836,0,1063
100375,6630505,275714,0,10703
100379,1916995,75126,0,16112
100384,712281,16596,0,1722
100385,1903734,8366,0,993
100389,3273061,82847,0,3547
100393,2429039,57355,0,3075
100404,830285,60036,0,2516
100408,233050,13036,0,1227
100409,868058,139228,0,4695
100411,5475610,301485,0,25053
100415,496209,27240,0,1297
100419,1997865,72207,0,2417
100421,3870314,657145,0,54001
100422,394428,63703,0,2979
100423,231542,23522,0,388
100424,168225,17934,0,322
100425,517480,23469,0,1612
100432,17925464,335792,0,7121
100440,2078692,56185,0,2599
100441,368658,30999,0,157
100454,482934,40331,0,2048
100459,1943252,132986,0,6339
100470,1670818,54316,0,5624
100472,1247286,77432,0,288
100475,1290073,38200,0,2823
100484,8153424,437810,0,20541
100486,12650734,669398,0,33827
100487,3976237,68446,0,4680
100496,524678,19153,0,768
100500,748118,13976,0,607
100502,732795,34749,0,1959
100504,1876631,93500,0,9444
100510,432837,18118,0,411
100514,219692,13238,0,946
100516,497451,19676,0,971
100522,670395,51091,0,2740
100528,1038794,92396,0,5524
100533,3689705,75657,0,3860
100538,2536600,208025,0,568
100544,908051,26201,0,1242
100546,366247,21638,0,530
100556,2338358,84545,0,5606
100558,231789,11891,0,68
100562,232026,12958,0,167
100572,355242,36817,0,836
100574,2187545,229396,0,3042
100580,1106494,71307,0,4434
100586,789324,17083,0,1227
100594,4150513,579839,0,38096
100601,3089815,73817,0,3936
100604,220092,0,0,0
100611,605398,53920,0,169
100616,2822760,246971,0,9656
100622,298996,19484,0,119
100623,462171,23330,0,1528
100629,338278,7194,0,414
100630,1219513,82794,0,3006
100634,331783,16031,0,1400
100638,1423069,201473,0,5895
100645,6440295,330077,0,26313
100647,651356,33589,0,1445
100649,396084,37168,0,484
100650,2539035,88154,0,2680
100653,4482670,697679,0,54376
100654,494454,74202,0,3173
100657,604963,25565,0,1678
100661,1435906,143843,0,24592
100663,172997,18138,0,334
100670,21752286,351146,0,7388
100673,2339631,62605,0,2809
100675,1134124,42433,0,4589
100680,368273,31026,0,162
100690,521361,42764,0,2102
100693,2135686,142350,0,6646
100705,1886347,57889,0,5780
100706,2408169,48014,0,1466
100712,1414762,40619,0,2924
100713,1259910,77985,0,289
100723,8854161,462178,0,21302
100724,4290964,71839,0,4839
100726,13784569,705538,0,34840
100732,596994,21097,0,784
100737,920943,17246,0,744
100739,784216,36341,0,2012
100741,1982867,96483,0,9713
100746,450886,18759,0,423
100752,543607,20694,0,997
100756,223924,13427,0,950
100759,675192,51336,0,2741
100765,1099947,96360,0,5753
100771,3869570,77758,0,3871
100776,1039970,29195,0,1396
100783,367461,21687,0,537
100786,2548362,89246,0,5824
100791,3546174,605893,0,48261
100795,6602150,398528,0,18401
100811,3801503,285992,0,21979
100829,677031,39948,0,195
100830,4936192,614356,0,39072
100832,3438036,82552,0,4317
100834,997270,80618,0,223
100835,232216,0,0,0
100848,2960145,253168,0,9938
100856,422859,19279,0,1555
100857,404730,8606,0,453
100859,1469079,94770,0,3297
100864,494645,24334,0,1596
100866,1857051,239519,0,6543
100872,840538,39903,0,1584
100873,501155,45488,0,568
100875,7025961,347951,0,27301
100879,2903260,98315,0,2930
100881,566155,80452,0,3326
100882,4803533,718554,0,54789
100887,662649,26858,0,1719
100896,173314,18150,0,335
100900,1235389,44618,0,4653
100901,1515583,149582,0,25889
100902,2420247,64212,0,2878
100903,24842065,356890,0,7512
100908,368552,31044,0,165
100909,3071880,65136,0,1771
100916,543557,44035,0,2124
100919,2235984,146466,0,6804
100933,2017181,60179,0,5877
100937,1491976,42044,0,2989
100938,1263908,78275,0,292
100951,4495226,73972,0,4933
100953,14640225,731057,0,35562
100956,660481,22480,0,802
100961,1066157,20278,0,850
100964,835442,38120,0,2061
100966,2050995,98420,0,9912
100971,462936,19177,0,432
100975,576655,21409,0,1016
100984,677675,51487,0,2741
100988,1139856,98784,0,5907
100996,4513024,704674,0,52440
101003,8272316,466820,0,20200
101007,1307641,102630,0,4068
101008,467447,16948,0,443
101027,4346014,310051,0,22741
101046,5425049,632710,0,39630
101049,3668942,88725,0,4639
101051,1117783,67263,0,258
101052,1225763,96881,0,251
101054,236354,0,0,0
101065,3061199,257850,0,10091
101068,500137,21914,0,1647
101075,455943,9737,0,504
101076,1647587,103539,0,3519
101077,517589,24883,0,1636
101082,2144098,262634,0,6977
101087,1001635,44962,0,1694
101089,566072,51146,0,622
101091,7498962,363010,0,27950
101094,3253619,107954,0,3140
101097,621666,85218,0,3423
101098,5016968,732143,0,54994
101099,3572802,77475,0,2004
101105,699204,27720,0,1743
101115,173438,18157,0,337
101116,1296140,45957,0,4685
101120,2451092,64988,0,2900
101122,25989423,360720,0,7593
101125,368893,31053,0,167
101127,1557115,152831,0,26593
101133,562355,45072,0,2145
101134,2304853,149231,0,6912
101150,2103561,61834,0,5949
