,view_count,likes,dislikes,comment_count
48488,2411245,94824,716,14544
48493,1035794,51576,483,4326
48504,9393418,411443,9339,30630
48505,269891,12436,207,1407
48506,2029811,25690,1906,2447
48507,616110,27387,1217,145
48510,1639079,31901,965,3510
48536,755983,27682,256,1566
48537,2197074,117209,2195,831
48541,2575444,102805,17972,1924
48543,808548,50764,429,1148
48557,2863499,126533,1280,34573
48561,369319,13135,356,3349
48563,1536611,48191,908,8080
48566,3111861,71874,1769,7241
48567,23204160,664040,15052,57001
48585,409658,12503,399,2513
48586,337012,19874,667,239
48600,700764,37331,719,1382
48601,7738910,480100,5096,29180
48603,271091,73229,47,10458
48613,2852677,108898,1910,6846
48616,329200,15149,416,4042
48617,1732825,44012,2468,5200
48619,546686,63376,172,3832
48622,771409,33154,940,1383
48625,8599235,250574,11339,1264
48627,843194,57479,1551,346
48629,2856459,232832,4873,39484
48630,246883,12415,368,1864
48640,2647031,202463,1608,16847
48651,3120281,150237,2254,7874
48664,985764,22661,775,455
48665,570173,29695,1238,5234
48671,2405310,81662,3034,5056
48672,11336199,135906,4437,6852
48673,323838,13196,634,2113
48675,1962717,107318,678,11702
48676,387422,442,214,0
48678,943014,53282,218,4939
48681,1528906,71969,2009,6140
48691,1054694,41246,561,1993
48692,539953,25386,234,941
48715,2566328,100445,762,15062
48724,1071419,52888,500,4382
48732,298223,13427,233,1448
48734,9806762,426961,9703,31319
48736,2175945,27631,2002,2560
48737,1948248,36375,1147,3861
48738,616796,27418,1221,146
48766,772498,28203,262,1572
48767,2290847,123541,2277,853
48770,3406556,135697,21239,2333
48776,852361,53139,435,1172
48792,1815706,213532,1668,15975
48795,1812664,157374,671,12773
48806,256878,32324,218,1770
48812,1594046,166235,462,17028
48813,1108675,47729,1097,1689
48814,489114,99525,169,13101
48818,687419,39942,281,6316
48821,263246,10655,83,634
48823,4127731,133618,2677,8024
48832,10139708,555567,6416,32012
48837,737534,69795,221,4213
48841,974566,36121,1165,1484
48847,287747,13242,397,1975
48849,3218158,251375,5359,41408
48854,852437,57580,1558,350
48861,2732503,206160,1651,16948
48862,9498720,254005,12587,1283
48868,3996146,172351,2739,8597
48880,1284626,28132,980,543
48890,648382,33754,1344,5561
48891,12555877,138603,4507,6987
48893,343023,13729,653,2212
48894,1550727,72064,2025,6143
48896,438562,455,216,0
48897,2527837,85501,3162,5257
48898,1197724,62607,248,5405
48906,2017504,108761,694,11820
48911,1130690,42955,587,2040
48919,577699,26517,246,977
48935,2689953,104688,803,15519
48948,1096643,53742,516,4424
48953,316064,14083,243,1491
48956,2254949,40995,1343,4189
48958,10073726,436208,9907,31701
48959,2326672,29519,2094,2665
48961,617217,27448,1223,150
48987,779853,28436,264,1577
48988,2349269,127622,2326,867
48996,1256168,137837,498,15298
48998,370225,33211,276,2261
49011,2385664,247403,2135,18114
49014,1586144,46151,912,8007
49022,960377,83503,559,4054
49024,2137048,169318,802,13703
49038,375343,40038,312,2028
49041,4913811,147658,3157,8718
49042,1776997,172843,507,17519
49043,1433046,55940,1366,1900
49045,615455,112785,222,14119
49050,772931,41954,304,6598
49051,302358,11684,95,661
49062,11657440,595556,7091,33501
49064,899593,74411,268,4463
49066,3017000,48144,4042,5435
49068,453677,17494,512,4600
49075,1116868,38017,1289,1533
49080,311923,13849,416,2036
49083,3532807,258301,5686,42325
49087,853337,57255,1555,353
49093,2849092,209590,1694,17109
49099,4460451,182614,3013,8974
49109,1524780,31853,1119,654
49120,13200588,141020,4568,7074
49121,10452558,256421,13879,1324
49123,345813,14082,667,2254
49125,717522,36669,1402,5815
49126,1425743,70263,275,5788
49128,1568423,72305,2040,6161
49129,450810,460,216,0
49132,2645082,88841,3277,5432
49141,1185845,44252,601,2075
49142,2059200,109951,711,11899
49151,627191,27692,261,1013
49163,2791311,107692,828,15821
49179,1113984,54300,523,4448
49184,2533160,44130,1449,4440
49186,10295922,443980,10033,32005
49189,617455,27453,1223,151
49190,2431111,30248,2141,2742
49193,1287948,80340,1951,5316
49196,1152436,58385,819,3345
49201,2201912,186338,924,19940
49205,548221,10682,558,1156
49207,621921,45115,425,2945
49212,298737,21809,247,3364
49220,630244,13709,376,445
49222,342705,13058,339,3395
49224,628178,22005,591,1014
49235,2705429,268003,2387,19511
49238,1912218,53827,1080,9169
49243,1227419,98571,732,4557
49252,2293272,175466,858,14176
49259,486265,50744,353,2317
49260,2109537,56275,1054,3619
49265,5507569,158074,3510,9133
49267,1921262,180742,542,17915
49271,724458,127500,236,15217
49276,1656704,62622,1565,2026
49278,337491,12851,106,699
49280,845515,44867,316,6950
49290,12518261,618302,7462,34377
49291,1026346,77652,287,4635
49294,3582280,49814,4725,5499
49298,467321,17724,518,4664
49302,1240885,39377,1422,1598
49311,3794908,261850,5950,42727
49312,326106,14157,422,2064
49315,853298,57245,1556,354
49325,2883409,211099,1706,17212
49327,4738363,188758,3157,9076
49340,1667315,34111,1213,700
49347,13446879,143176,4615,7137
49349,1634004,75578,305,6106
49350,347088,14276,674,2299
49352,462860,467,218,0
49353,1581204,72474,2048,6176
49355,11284695,259069,15027,1347
49357,2709460,90706,3326,5508
49358,755686,38197,1444,5987
49369,1224848,45134,613,2104
49383,2861380,109683,851,16019
49384,2090191,110827,719,11916
49385,659596,28610,267,1033
49393,2783031,428364,972,16202
49394,5954247,733352,3133,79109
49395,3756266,219538,2358,23283
49397,1790560,91612,1430,7094
49401,2293266,117543,3686,7271
49414,1591475,72109,1095,4417
49415,1545773,26285,747,1220
49422,3133361,222342,1345,22838
49425,1664090,39601,789,2348
49432,564036,34094,282,1702
49438,802259,51539,538,3354
49441,410564,26647,314,3933
49444,1281029,38480,1100,1835
49450,813633,16943,506,540
49457,454204,15256,423,3851
49464,2997644,286161,2575,20475
49471,1477970,115769,859,4948
49481,2404625,180195,895,14450
49483,711287,12739,662,1366
49486,2147964,59499,1182,9900
49489,615581,62999,377,2528
49497,6074377,167813,3836,9527
49498,2033065,185165,566,18169
49502,1939186,70230,1777,2271
49503,853491,142862,250,16461
49504,2415547,63944,1187,3982
49511,365878,13688,115,718
49512,897871,47414,336,7204
49522,13193880,633489,7705,34553
49523,1122474,79626,304,4790
49527,4147439,51554,5411,5578
49530,477418,17871,521,4684
49534,1350494,40406,1519,1633
49541,4051225,264467,6160,43138
49544,335017,14339,429,2090
49548,853413,57240,1556,357
49555,2904387,212206,1718,17255
49560,4934922,193113,3250,9193
49570,1796709,36026,1276,745
49579,2752662,92054,3369,5565
49581,13599913,145135,4663,7200
49582,1813584,78604,326,6326
49584,505938,478,218,0
49585,351540,14461,681,2325
49587,1592306,72644,2055,6182
49588,12051691,261597,16069,1359
49598,3781738,488002,1974,18345
49602,8124247,833707,5355,87631
49605,4544643,234001,2736,24953
49606,354816,14035,336,2453
49609,3266133,123521,2189,9101
49626,248814,14876,180,977
49630,1274002,79149,1189,5540
49631,2763211,136364,4365,8083
49633,1694632,49202,750,2077
49641,1920245,80664,1256,4806
49643,449151,27835,1834,138
49648,2014251,31806,1003,1549
49659,3850308,244355,1639,24414
49666,670564,38074,316,1820
49670,903039,54669,603,3531
49676,491999,31095,376,4430
49678,1761043,50726,1422,2534
49682,2016343,45685,927,2628
49684,1091835,21705,670,638
49695,506204,16379,443,4029
49697,212926,15655,406,457
49702,3249581,300314,2755,21245
49709,1732842,130340,1018,5395
49717,924127,15624,836,1564
49721,2491827,183794,916,14680
49724,732223,72049,421,2727
49727,3022293,62144,1235,10204
49734,2116399,188646,582,18328
49737,2152110,76045,1921,2391
49739,6556858,174629,4136,9787
49741,925954,150448,263,17013
49743,2701417,70744,1305,3964
49749,393112,14400,125,753
49750,918042,49026,354,7376
49760,1200908,81101,317,4866
49761,13708980,645225,7945,35178
49765,4753368,53321,6149,5628
49768,487327,18030,525,4710
49772,1460670,41320,1612,1669
49779,4316332,266885,6400,43526
49782,342646,14491,432,2119
49785,853515,57231,1556,358
49792,1016980,36743,764,2297
49793,267965,9985,198,1058
49798,503205,25983,353,1583
49800,763596,33702,883,2199
49809,4057760,138360,2701,9879
49811,666385,61663,2620,10432
49812,4359545,517473,2546,19183
49826,554645,14846,253,2957
49827,9377852,889074,6501,91451
49829,627454,40490,547,409
49830,2860044,159497,2197,7297
49831,4963600,243678,2929,25827
49838,418985,15596,435,2727
49839,1683081,34045,1229,3442
49850,312888,17024,240,1116
49851,539193,30583,223,3230
49852,1742156,97364,1530,6281
49858,1171206,63771,1080,3914
49861,3036537,146819,4653,8537
49864,2103414,60208,888,2506
49870,2835817,40984,1399,1894
49871,2096926,83998,1300,4935
49874,450963,27839,1834,138
49890,4533734,262033,1922,25784
49894,727507,39742,328,1888
49899,991515,57135,653,3674
49904,547143,33406,397,4689
49906,2135700,58702,1679,2916
49912,1324713,25774,802,722
49926,215308,15699,408,481
49931,3509187,313795,2947,22055
49933,530214,16868,455,4093
49935,2405216,51621,1071,2832
49937,1994070,143020,1180,5764
49945,1086704,17502,942,1689
49949,2561039,186559,927,14834
49952,846612,80127,461,2947
49962,2207347,192242,587,18536
49965,6887461,178584,4347,9950
49967,3146035,64769,1273,10445
49968,2310731,80158,2032,2502
49972,978472,156106,273,17437
49978,410184,14828,126,762
49979,958672,50410,364,7537
49989,1259145,82118,321,4928
49994,4435347,294289,2081,21522
49998,1367863,224244,650,10971
50000,2139843,43425,2688,3685
50003,8134567,499152,3993,21577
50004,511955,66505,159,1833
50012,392829,11344,355,1199
50016,1209259,43057,1342,2691
50018,454836,16924,400,705
50019,3026982,249477,2774,10370
50025,664685,25051,275,1022
50026,1194033,39291,1020,2442
50029,623892,28948,546,1753
50035,10204669,930452,7444,94378
50039,4662172,149133,3128,10431
50043,830505,68570,3199,11659
50048,760161,19110,335,3655
50049,4690434,534518,2804,19677
50056,655381,23002,533,3600
50057,3384106,172495,2445,7589
50061,5362606,250800,3072,26266
50073,357284,19068,253,1172
50075,2297904,113214,1946,6755
50076,1456983,75143,1339,4294
50077,666679,34937,265,3551
50088,3295325,158086,4962,8914
50089,2409663,66644,991,2734
50093,840218,55200,781,465
50094,3473790,47016,1714,2170
50099,2234451,86777,1351,5053
50104,451803,27928,1840,138
50105,1741271,34766,1268,3480
50117,5149743,274594,2208,26697
50123,769045,41054,347,1950
50129,1058649,58748,675,3757
50131,587982,35170,418,4877
50133,2426245,64842,1891,3165
50140,1598605,31519,961,839
50157,217045,15717,411,496
50160,3681085,321452,3059,22561
50162,2244143,154227,1383,6170
50163,2615503,54306,1147,2932
50171,548412,17244,466,4143
50172,1240828,19166,1052,1822
50177,2608561,188274,943,14925
50179,914608,84141,486,3028
50190,2263646,193990,597,18619
50191,11676000,1602587,13703,206197
50193,1545308,142708,1303,11649
50197,1019341,39875,1307,6093
50208,5321307,312354,2392,22737
50216,803197,45261,978,2957
50217,1989971,271626,1125,13227
50222,2604092,55761,2361,2115
50229,2270479,48845,3058,4041
50233,648352,76425,265,2006
50238,9863416,551718,4647,22896
50245,1632541,51115,1776,2972
50247,424165,11701,392,1220
50249,548077,19041,522,781
50254,3733630,280823,3359,11602
50255,863043,30419,342,1121
50260,732446,32155,628,1885
50266,10861859,958814,8120,95859
50268,1222404,39758,1062,2448
50270,5194702,157743,3463,10953
50271,992195,23985,435,4661
50273,937884,74741,3497,12439
50277,994608,31186,681,4506
50282,4908905,546051,2901,19912
50290,3944783,185818,2745,7829
50293,5549569,254232,3160,26604
50305,396480,20736,275,1235
50307,2855251,128547,2321,7206
50309,802587,38329,314,3765
50311,1687531,83034,1573,4569
50320,3556655,168374,5228,9295
50322,2505991,68113,1030,2860
50323,1090895,71960,1034,512
50325,4146926,52650,2036,2420
50329,2371393,88831,1403,5128
50335,1861263,36799,1343,3686
50336,455203,28104,1851,136
50344,5780759,286197,2538,27481
50351,802082,42098,359,1998
50360,1128412,60356,722,3859
50362,618719,36312,430,5016
50364,2661177,69311,2083,3356
50369,1887115,36487,1109,990
50389,218273,15727,411,509
50392,16894853,1902944,22418,232794
50394,971463,114011,405,4942
50395,1962158,124845,1106,10114
50396,3204539,204392,2524,14734
50397,1046427,21238,1073,426
50402,422858,40011,314,3302
50412,1351083,47778,1954,7604
50420,243598,29997,168,1443
50423,1378127,60630,1633,4035
50430,5983669,323234,2625,23556
50437,2512671,299757,1484,14177
50438,4547994,80901,3888,3046
50446,850780,89491,341,2277
50449,2338701,51078,3199,4216
50457,11476852,590124,5297,23779
50462,2163790,60550,2299,3304
50466,433589,11839,400,1234
50470,626042,20423,547,829
50472,4415015,306016,3848,12548
50474,1014738,34348,387,1192
50485,786792,33452,648,1938
50487,1266670,28265,537,5561
50488,5752875,166468,3800,11418
50489,11279268,974086,8475,97168
50490,1431078,39731,854,5551
50492,1233860,39926,1072,2455
50493,998883,76739,3619,12719
50501,5063632,553228,2957,20143
50508,4345030,193712,2909,7960
50516,5694508,256379,3202,26857
50521,425487,21834,289,1276
50524,3284253,137857,2605,7455
50525,925028,40855,352,3885
50536,3792082,176235,5448,9630
50537,1299655,83723,1223,532
50538,2566545,68995,1043,2926
50540,4813967,57526,2378,2700
50544,1844284,87881,1735,4704
50546,2493441,90600,1440,5198
50553,1902752,37022,1367,3714
50555,455436,28133,1856,136
50563,6347496,294623,2770,28035
50567,829920,42916,370,2042
50578,1180116,61316,750,3903
50579,640160,37002,437,5090
50580,2841030,72618,2257,3543
50585,2171942,41290,1292,1144
50594,1921930,126600,2447,16989
50598,20809994,2157937,29691,251233
50600,2412485,110874,1749,6806
50602,1447276,145411,636,5715
50603,660605,46203,1193,3739
50606,2666807,151718,1513,11565
50607,4169042,239809,3118,16275
50612,1430220,25985,1995,647
50624,580351,22505,564,2119
50626,653757,51526,475,3928
50632,865421,52100,621,3587
50636,2765977,248405,2213,7759
50647,1575622,52907,2217,8606
50649,333738,39987,227,1690
50653,1641856,68945,1951,4519
50664,6410687,329367,2717,23966
50669,2728672,312019,1622,14595
50671,5697369,93780,4725,3569
50675,974161,96604,382,2396
50681,2375354,52439,3273,4302
50691,12283585,610228,5594,24404
50694,2650371,69060,2803,3529
50699,438628,11924,403,1237
50701,4794939,319325,4093,12782
50705,1114914,37091,419,1233
50708,644863,20822,556,842
50716,1508895,31992,636,6259
50718,1792721,47272,1034,6351
50719,6066560,171349,4004,11654
50720,811456,34167,661,1967
50721,1039529,78600,3691,12946
50726,11529997,983934,8682,97858
50731,5165943,558228,2992,20258
50734,1241492,40030,1077,2458
50736,4640780,200138,3069,8047
50746,451431,22891,301,1310
50747,5795054,258310,3246,27041
50755,3622031,146192,2841,7706
50756,1009508,42703,380,3995
50765,1397912,90083,1328,547
50766,3898407,179860,5569,9813
50767,2590123,69477,1055,2961
50771,5399427,61931,2661,2887
50776,1920253,90377,1815,4802
50777,2564301,91853,1472,5260
50786,1913551,37136,1374,3723
50788,455773,28185,1860,136
50791,4999164,306291,2422,20010
50792,10549318,736301,5942,49856
50796,322836,10004,579,515
50798,838416,35849,482,2252
50803,174580,4700,139,248
50804,1165124,66018,864,7512
50805,343725,35975,229,3539
50817,2313086,132587,3052,17855
50818,375804,18434,439,1642
50826,23362759,2300597,33881,261885
50828,851921,53318,1465,4180
50830,1736395,161523,749,6143
50833,3686822,138628,2415,7809
50836,3123472,165063,1728,12224
50838,4650616,255451,3419,16926
50846,1692155,90904,1183,5056
50854,113503,6934,245,0
50856,763931,57693,531,4222
50866,3242203,272148,2483,8130
50878,423476,49739,270,1966
50879,741320,26556,666,2333
50881,1717323,57051,2304,9329
50898,1808168,73491,2060,4801
50899,6743611,334063,2797,24193
50903,6842397,106873,5623,4157
50904,2861973,319475,1676,14833
50908,1090755,103111,424,2501
50916,2386678,53276,3314,4355
50925,13075921,628070,5874,24788
50929,3054866,75691,3209,3751
50936,441691,11974,406,1237
50937,5018768,327217,4279,12934
50939,1181501,38827,437,1264
50944,655066,21066,561,850
50948,1743582,35445,719,6796
50950,2063614,52309,1144,6917
50951,6310125,175313,4161,11849
50965,5237577,561606,3023,20350
50966,11695783,990450,8849,98434
50967,826617,34652,673,1997
50968,4836010,204391,3173,8112
50970,1093182,44232,402,4057
50974,1060999,79566,3724,13207
50979,1246094,40109,1083,2464
50982,474321,23692,304,1343
50987,5929531,260572,3312,27289
50988,3905245,152589,3039,7883
50994,545611,31351,516,6246
50996,529114,33650,310,4335
50999,5654506,318104,2741,21013
51004,13151554,825638,7519,56174
51008,683360,70004,419,4112
51013,230468,10329,92,1986
51017,342725,6052,298,341
51022,606791,31437,1043,7289
51024,397825,10310,980,573
51027,475882,42549,346,4031
51030,1472908,75680,1063,8445
51036,1160303,41340,825,2557
51045,4967073,170267,3258,8861
51046,2456113,134335,3154,18015
51051,1034378,60571,1701,4617
51055,25116032,2389505,36235,268585
51060,1903589,171029,800,6382
51063,407426,19093,464,1695
51070,3287322,169625,1791,12473
51072,699570,59360,397,2968
51073,5002080,267244,3622,17431
51078,2286187,120365,1587,6567
51079,1861516,33581,2449,748
51089,845161,62214,580,4454
51090,119554,7064,250,0
51100,3543535,284826,2638,8300
51112,482447,56442,295,2153
51113,829760,28527,705,2397
51115,1872011,61589,2400,9865
51135,6890146,336253,2844,24320
51138,7647029,114406,6245,4457
51139,2975775,325274,1740,15068
51142,1161656,106742,448,2559
51149,1959243,78810,2231,5057
51151,2399965,53838,3350,4388
51160,13697064,639511,6106,25000
51163,3325356,79972,3462,3878
51171,443844,12009,411,1237
51172,5192300,333442,4428,13011
51174,1216924,39640,442,1273
51180,661425,21186,563,851
51182,1936854,38284,792,7205
51183,2239842,55391,1212,7251
51185,6506559,178427,4271,12004
51204,2746399,207581,2569,17303
51209,822410,66181,432,4222
